id,question,cardId,difficulty,source
ex-00313,"For the Autumn and Leaves case, What is the intuition behind Ordinary critical fractile?",critical-fractile,intermediate,generated
ex-00314,"In the current scenario, What does critical ratio mean?",critical-fractile,intermediate,generated
ex-00315,"In the current scenario, Can you explain critical ratio without giving away the final answer?",critical-fractile,applied,generated
ex-00316,"As a student, When would newsvendor change my recommendation?",critical-fractile,applied,generated
ex-00317,"For the Autumn and Leaves case, I am confused about critical ratio; explain it slowly.",critical-fractile,applied,generated
ex-00318,"As a student, How can I use the chart for CSL?",critical-fractile,basic,generated
ex-00319,"As a student, How does service level affect the quantities?",critical-fractile,basic,generated
ex-00320,"Before I reveal the optimizer, What is a good way to interpret newsvendor?",critical-fractile,intermediate,generated
ex-00321,"In the current scenario, What are the units of CSL?",critical-fractile,basic,generated
ex-00322,"As a student, What is the managerial meaning of Ordinary critical fractile?",critical-fractile,intermediate,generated
ex-00323,"In the current scenario, How can I use the chart for service level?",critical-fractile,intermediate,generated
ex-00324,"Before I reveal the optimizer, Can you define CSL in simple English?",critical-fractile,intermediate,generated
ex-00325,"As a student, What happens to CSL if capacity is smaller?",critical-fractile,applied,generated
ex-00326,"For the Autumn and Leaves case, How can I use the chart for service level?",critical-fractile,basic,generated
ex-00327,"As a student, I am confused about critical ratio; explain it slowly.",critical-fractile,basic,generated
ex-00328,"Before I reveal the optimizer, What does newsvendor mean?",critical-fractile,intermediate,generated
ex-00329,"As a student, What should I look for when evaluating CSL?",critical-fractile,basic,generated
ex-00330,"For the Autumn and Leaves case, What happens to newsvendor if capacity is smaller?",critical-fractile,basic,generated
ex-00331,"As a student, What is a good way to interpret CSL?",critical-fractile,basic,generated
ex-00332,"Is Ordinary critical fractile a probability, a quantity, or a dollar value?",critical-fractile,basic,generated
ex-00333,"In the current scenario, Why should I not ignore critical fractile?",critical-fractile,basic,generated
ex-00334,"For the Autumn and Leaves case, How would I describe newsvendor to a manager?",critical-fractile,basic,generated
ex-00335,"For the Autumn and Leaves case, Can you give a short hint about Ordinary critical fractile?",critical-fractile,basic,generated
ex-00336,"In the current scenario, Give me a plain English explanation of Ordinary critical fractile.",critical-fractile,applied,generated
ex-00337,"As a student, What happens to critical ratio if capacity is larger?",critical-fractile,applied,generated
ex-00338,"In the current scenario, What is a good way to interpret service level?",critical-fractile,applied,generated
ex-00339,What is a good way to interpret Ordinary critical fractile?,critical-fractile,intermediate,generated
ex-00340,What is the intuition behind Ordinary critical fractile?,critical-fractile,basic,generated
ex-00341,"For the Autumn and Leaves case, What mistake do students make about critical ratio?",critical-fractile,basic,generated
ex-00342,"For the Autumn and Leaves case, What is the intuition behind critical ratio?",critical-fractile,applied,generated
ex-00343,"Before I reveal the optimizer, What is the formula idea behind newsvendor?",critical-fractile,intermediate,generated
ex-00344,"For the Autumn and Leaves case, What is a good way to interpret newsvendor?",critical-fractile,basic,generated
ex-00345,"As a student, Give me a plain English explanation of newsvendor.",critical-fractile,applied,generated
ex-00346,"In the current scenario, What happens to CSL if capacity is larger?",critical-fractile,intermediate,generated
ex-00347,"In the current scenario, What mistake do students make about Ordinary critical fractile?",critical-fractile,applied,generated
ex-00348,How do I know if service level matters here?,critical-fractile,basic,generated
ex-00349,"In the current scenario, How would I describe CSL to a manager?",critical-fractile,basic,generated
ex-00350,"In the current scenario, What does the table tell me about service level?",critical-fractile,applied,generated
ex-00351,"Before I reveal the optimizer, Can you define critical fractile in simple English?",critical-fractile,applied,generated
ex-00352,"In the current scenario, I am confused about Ordinary critical fractile; explain it slowly.",critical-fractile,applied,generated
ex-00353,Can you define critical fractile in simple English?,critical-fractile,intermediate,generated
ex-00354,How would I describe critical fractile to a manager?,critical-fractile,applied,generated
ex-00355,How is CSL connected to marginal contribution?,critical-fractile,intermediate,generated
ex-00356,How do I know if critical ratio matters here?,critical-fractile,intermediate,generated
ex-00357,"In the current scenario, Does service level apply to Autumn, Leaves, or both?",critical-fractile,intermediate,generated
ex-00358,"For the Autumn and Leaves case, What does service level mean?",critical-fractile,basic,generated
ex-00359,"Before I reveal the optimizer, Is service level a probability, a quantity, or a dollar value?",critical-fractile,basic,generated
ex-00360,"For the Autumn and Leaves case, What is the formula idea behind Ordinary critical fractile?",critical-fractile,basic,generated
ex-00361,How is service level connected to marginal contribution?,critical-fractile,applied,generated
ex-00362,"In the current scenario, What is the managerial meaning of critical fractile?",critical-fractile,basic,generated
ex-00363,"As a student, How would I describe service level to a manager?",critical-fractile,intermediate,generated
ex-00364,How would I describe CSL to a manager?,critical-fractile,basic,generated
ex-00365,"For the Autumn and Leaves case, What does the table tell me about newsvendor?",critical-fractile,intermediate,generated
ex-00366,"As a student, What mistake do students make about CSL?",critical-fractile,basic,generated
ex-00367,"As a student, Why should I not ignore Ordinary critical fractile?",critical-fractile,basic,generated
ex-00368,"Before I reveal the optimizer, How is critical ratio connected to capacity?",critical-fractile,basic,generated
ex-00369,"As a student, How is critical ratio connected to capacity?",critical-fractile,basic,generated
ex-00370,"Before I reveal the optimizer, What does the table tell me about newsvendor?",critical-fractile,intermediate,generated
ex-00371,"For the Autumn and Leaves case, How does Ordinary critical fractile affect the quantities?",critical-fractile,basic,generated
ex-00372,Why is newsvendor important in this lecture?,critical-fractile,intermediate,generated
ex-00373,Can you give a short hint about newsvendor?,critical-fractile,intermediate,generated
ex-00374,"Before I reveal the optimizer, How is CSL connected to capacity?",critical-fractile,basic,generated
ex-00375,"Before I reveal the optimizer, What should I look for when evaluating normal distribution?",normal-quantity,basic,generated
ex-00376,"As a student, Is mean a probability, a quantity, or a dollar value?",normal-quantity,basic,generated
ex-00377,"For the Autumn and Leaves case, How is Normal-demand quantity rule connected to capacity?",normal-quantity,intermediate,generated
ex-00378,"In the current scenario, How can I use the chart for Normal-demand quantity rule?",normal-quantity,basic,generated
ex-00379,"As a student, How can I use the chart for mean?",normal-quantity,basic,generated
ex-00380,"As a student, Why is standard deviation important in this lecture?",normal-quantity,intermediate,generated
ex-00381,What is the intuition behind quantity?,normal-quantity,basic,generated
ex-00382,What does the table tell me about Normal-demand quantity rule?,normal-quantity,basic,generated
